id,numberofpages,description,bookEdition,author,title,GoodReadAverageRating,NumberofRatings,Language,bookformat
11857408,532 pages,"Daunted by the singular sexual tastes and dark secrets of the beautiful, tormented young entrepreneur Christian Grey, Anastasia Steele has broken off their relationship to start a new career with a Seattle publishing house. But desire for Christian still dominates her every waking thought, and when he proposes a new arrangement, Anastasia cannot resist. They rekindle their searing sensual affair, and Anastasia learns more about the harrowing past of her damaged, driven, and demanding Fifty Shades. While Christian wrestles with his inner demons, Anastasia must confront her anger and envy of the women who came before her and make the most important decision of her life. Erotic, sparkling and suspenseful, ",First Edition,E.L. James,Fifty Shades Darker,3.87,625675,English,Paperback
5297,254 pages,"﻿Written in his distinctively dazzling manner, Oscar Wilde’s story of a fashionable young man who sells his soul for eternal youth and beauty is the author’s most popular work. The tale of Dorian Gray’s moral disintegration caused a scandal when it ﬁrst appeared in 1890, but though Wilde was attacked for the novel’s corrupting inﬂuence, he responded that there is, in fact, “a terrible moral in ",Modern Library Classics,Oscar Wilde,The Picture of Dorian Gray,4.06,682348,English,Paperback
17245,488 pages,"A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest,"" the original opening chapter to Dracula. Reviews and Reactions reprints five early reviews of the novel. ""Dramatic and Film Variations"" focuses on theater and film adaptations of Dracula, two indications of the novel's unwavering appeal. David J. Skal, Gregory A. Waller, and Nina Auerbach offer their varied perspectives. Checklists of both dramatic and film adaptations are included.",Norton Critical Edition,Bram Stoker,Dracula,3.98,697659,English,Paperback
1202,320 pages,These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economi,Revised and Expanded Edition,Steven D. Levitt,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,3.93,551371,English,Hardcover
6186357,384 pages,"Outside the towering stone walls that surround the Glade is a limitless, ever-changing ma",First Edition,James Dashner,The Maze Runner,4.02,789556,English,Hardcover
21787,398 pages,"As a boy, William Goldman claims, he loved to hear his father read the S. Morgenstern classic, The Princess Bride. But as a grown-up he discovered that the boring parts were left out of good old Dad's recitat",30th Anniversary Edition,William Goldman,The Princess Bride,4.25,659744,English,Paperback
5060378,752 pages,"When a young couple are found dead in their Stockholm apartment, it's a",First US Edition,Stieg Larsson,Flickan som lekte med elden,4.22,654465,English,Mass Market Paperback
1617,120 pages," is Elie Wiesel's masterpiece, a candid, horrific, and deeply poignant autobiographical account of his survival as a teenager in the Nazi death camps. This new translation by Marion Wiesel, Elie's wife and frequent translator, presents this seminal memoir in the language and spirit truest to the author's original intent. And in a substantive new preface, Elie reflects on the enduring importance of Night and his lifelong, passionate dedication to ensuring that the world never forgets man's capacity for inhumanity to man.",First Printing Edition,Elie Wiesel,Un di Velt Hot Geshvign,4.3,713782,English,Paperback
1953,489 pages,"After eighteen years as a political prisoner in the Bastille, the ageing Doctor Manette is finally released and reunited with his daughter in England. There the lives of two very different men, Charles Darnay, an exiled French aristocrat, and Sydney Carton, a disreputable but brilliant English lawyer, become enmeshed through their love for Lucie Manette. From the tranquil roads of London, they are drawn against their will to the vengeful, bloodstained streets of Paris at the height of the Reign of Terror, and they soon fall under the lethal shadow of La Guillotine.","Penguin, UK / CAN / USA",Charles Dickens,A Tale of Two Cities,3.81,681546,English,Paperback
7445,288 pages," is a remarkable memoir of resilience and redemption, and a revelatory look into a family at once deeply dysfunctional and uniquely vibrant. When sober, Jeannette's brilliant and charismatic father captured his children's imagination, teaching them physics, geology, and how to embrace life fearlessly. But when he drank, he was dishonest and destructive. Her mother was a free spirit who abhorred the idea of domesticity and didn't want the responsibility of raising a family.",First edition,Jeannette Walls,The Glass Castle,4.24,648345,English,Paperback
14935,409 pages,"Marianne Dashwood wears her heart on her sleeve, and when she falls in love with the dashing but unsuitable John Willoughby she ignores her sister Elinor's warning that her impulsive behaviour leaves her open to gossip and innuendo. Meanwhile Elinor, always sensitive to social convention, is struggling to conceal her own romantic disappointment, even from those closest to her. Through their parallel experience of love—and its threatened loss—the sisters learn that sense must mix with sensibility if they are to find personal happiness in a society where status and money govern the rules of love.",Penguin Classics,Jane Austen,Sense and Sensibility,4.06,781882,English,Paperback
11735983,525 pages,Tris's initiation day should have been marked by celebration,First Edition,Veronica Roth,Insurgent,4.07,952961,English,Hardcover
18490,273 pages," when she was only eighteen. At once a Gothic thriller, a passionate romance, and a cautionary tale about the dangers of science, ",Penguin Classics,Mary Wollstonecraft Shelley,"Frankenstein; or, The Modern Prometheus",3.75,890904,English,Paperback
1618,226 pages,"Although gifted with a superbly logical brain, for fifteen-year-old Christopher everyday interactions and admonishment",Vintage Contemporaries,Mark Haddon,The Curious Incident of the Dog in the Night-Time,3.85,920911,English,Paperback
375802,324 pages,"Andrew ""Ender"" Wiggin thinks he is playing computer simulated war games; he is, in fact, engaged in something far more desperate. The result of genetic experimentation, Ender may be the military genius Earth desperately needs in a war against an alien enemy seeking to destroy all human life. The only way to find out is to throw Ender into ever harsher training, to chip away and find the diamond inside, or destroy him utterly. Ender Wiggin is six years old when it begins. He will grow up fast.",Author's Definitive Edition,Orson Scott Card,Ender's Game,4.3,880040,English,Mass Market Paperback
1162543,756 pages,"To be irrevocably in love with a vampire is both fantasy and nightmare woven into a dangerously heightened reality for Bella Swan. Pulled in one direction by her intense passion for Edward Cullen, and in another by her profound connection to werewolf Jacob Black, she has endured a tumultuous year of temptation, loss, and strife to reach the ultimate turning point. Her imminent choice to either join the dark but seductive world of immortals or to pursue a fully human life has become the thread from which the fates of two tribes hangs.",First Edition,Stephenie Meyer,Breaking Dawn,3.7,1111046,English,Hardcover
24178,184 pages,"Some Pig. Humble. Radiant. These are the words in Charlotte's Web, high up in Zuckerman's barn. Charlotte's spiderweb tells of her feelings for a little pig named Wilbur, who simply wants a friend. They also express the l",Full Color Edition,E.B. White,Charlotte's Web,4.15,1096812,English,Paperback
49041,563 pages, ,First Edition,Stephenie Meyer,"New Moon (Twilight, #2)",3.52,1203898,English,Hardcover
428263,629 pages,"As Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge, Bella once again finds herself surrounded by danger. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob - knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella has one more decision to make: life or death. But which is which?",First Edition,Stephenie Meyer,Eclipse,3.69,1181321,English,Hardcover
28187,377 pages,. ,First edition,Rick Riordan,The Lightning Thief,4.23,1430739,English,Paperback
10210,507 pages,"Orphaned into the household of her Aunt Reed at Gateshead and subject to the cruel regime at Lowood charity school, Jane Eyre nonetheless emerges unbroken in spirit and integrity. She takes up the post of governess at Thornfield, falls in love with Mr. Rochester, and discovers the impediment to their lawful marriage in a story that transcends melodrama to portray a woman's passionate search for a wider and richer life than Victorian society traditionally allowed.",Penguin Classics,Charlotte Brontë,Jane Eyre,4.1,1290643,English,Paperback
100915,206 pages,"NARNIA...the land beyond the wardrobe, the secret country known only to Peter, Susan, Edmund, and Lucy...the place where the adventure begins.",Film Tie-in Edition,C.S. Lewis,"The Lion, the Witch and the Wardrobe",4.19,1601226,English,Paperback
890,112 pages,"The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream--a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, ",Steinbeck Centennial Edition,John Steinbeck,Of Mice and Men ,3.84,1529895,English,Paperback
930,434 pages,In ,Large Print,Arthur Golden,Memoirs of a Geisha,4.08,1426217,English,Hardcover
18135,283 pages,", Shakespeare creates a world of violence and generational conflict in which two young people fall in love and die because of that love. The story is rather extraordinary in that the normal problems faced by young lovers are here so very large. It is not simply that the families of Romeo and Juliet disapprove of the lover's affection for each other; rath",New Folger edition,William Shakespeare,An Excellent conceited Tragedie of Romeo and Juliet,3.74,1683793,English,Mass Market Paperback
15881,341 pages,And strike it does. For in Harry's second year at Ho,First American Edition,J.K. Rowling,Harry Potter and the Chamber of Secrets,4.38,1925110,English,Hardcover
136251,759 pages,Their cross-country odyssey has them searching desperately fo,First American Edition,J.K. Rowling,Harry Potter and the Deathly Hallows,4.61,1863821,English,Hardcover
2657,324 pages,"Compassionate, dramatic, and deepl",50th Anniversary,Harper Lee,To Kill a Mockingbird,4.26,3363373,English,Paperback
6,734 pages,And now that he’s gotten the hang of things at Hogwarts—he ho,First Scholastic Trade Paperback Edition,J.K. Rowling,Harry Potter and the Goblet of Fire,4.53,1886304,English,Paperback
2767052,374 pages,"The nation of Panem, formed from a post-apocalyptic North America, is a country that consists of a wealthy Capitol region surrounded by 12 poorer districts. Early in its history, a rebellion led by a 13th district against the Capitol resulted in its destruction and the creation of an annual televised event known as the Hunger Games. In punishment, and as a reminder of the power and grace of the Capitol, each district must yield one boy and one girl between the ages of 12 and 18 through a lottery system to participate in the games. The 'tributes' are chosen during the annual Reaping and are forced to fight to the death, leaving only one survivor to claim victory.",First Edition,Suzanne Collins,The Hunger Games,4.34,4991107,English,Hardcover
7624,182 pages,The boys' struggle to find a way of existing in a community with no fixed boundaries i,Penguin Great Books of the 20th Century,William Golding,Lord of the Flies ,3.64,1684728,English,Paperback
